time,voltage,current,power
20210402070000.85, 120.8, 2.5, 234.0
20210402070002.01, 120.8, 2.5, 234.0
20210402070003.07, 120.7, 2.5, 233.0
20210402070004.15, 120.7, 2.5, 233.0
20210402070005.2, 120.7, 2.5, 236.0
20210402070006.27, 120.7, 2.5, 236.0
20210402070007.34, 120.6, 2.5, 236.0
20210402070008.39, 120.6, 2.5, 236.0
20210402070009.45, 120.7, 2.5, 234.0
20210402070010.52, 120.7, 2.5, 234.0
20210402070011.58, 120.7, 2.5, 236.0
20210402070012.66, 120.7, 2.5, 236.0
20210402070013.72, 120.8, 2.5, 238.0
20210402070014.8, 120.8, 2.5, 238.0
20210402070015.88, 120.8, 2.5, 235.0
20210402070016.94, 120.8, 2.5, 235.0
20210402070018.0, 120.8, 2.5, 237.0
20210402070019.07, 120.8, 2.5, 237.0
20210402070020.14, 120.8, 2.5, 235.0
20210402070021.23, 120.8, 2.5, 235.0
20210402070022.31, 120.8, 2.5, 235.0
20210402070023.38, 120.8, 2.5, 235.0
20210402070024.44, 120.8, 2.5, 234.0
20210402070025.49, 120.8, 2.5, 234.0
20210402070026.55, 120.8, 2.5, 236.0
20210402070027.61, 120.8, 2.5, 236.0
20210402070028.67, 120.8, 2.5, 237.0
20210402070029.73, 120.8, 2.5, 237.0
20210402070030.79, 120.8, 2.5, 238.0
20210402070031.85, 120.8, 2.5, 238.0
20210402070032.91, 120.8, 2.5, 237.0
20210402070033.97, 120.8, 2.5, 237.0
20210402070035.02, 120.7, 2.5, 236.0
20210402070036.08, 120.7, 2.5, 236.0
20210402070037.14, 120.7, 2.5, 236.0
20210402070038.2, 120.7, 2.5, 236.0
20210402070039.26, 120.7, 2.5, 237.0
20210402070040.32, 120.7, 2.5, 237.0
20210402070041.38, 120.7, 2.5, 236.0
20210402070042.45, 120.7, 2.5, 236.0
20210402070043.5, 120.7, 2.5, 234.0
20210402070044.57, 120.7, 2.5, 234.0
20210402070045.64, 120.7, 2.5, 236.0
20210402070046.7, 120.7, 2.5, 236.0
20210402070047.75, 120.7, 2.5, 236.0
20210402070048.84, 120.7, 2.5, 236.0
20210402070049.91, 120.7, 2.5, 234.0
20210402070050.98, 120.7, 2.5, 234.0
20210402070052.04, 120.7, 2.5, 236.0
20210402070053.11, 120.6, 2.5, 237.0
20210402070054.27, 120.6, 2.5, 237.0
20210402070055.34, 120.6, 2.5, 237.0
20210402070056.41, 120.6, 2.5, 237.0
20210402070057.47, 120.7, 2.5, 236.0
20210402070058.53, 120.7, 2.5, 236.0
20210402070059.58, 120.7, 2.5, 236.0
20210402070100.67, 120.7, 2.5, 236.0
20210402070101.73, 120.6, 2.5, 234.0
20210402070102.79, 120.6, 2.5, 234.0
20210402070103.85, 120.6, 2.5, 236.0
20210402070104.92, 120.6, 2.5, 236.0
20210402070105.98, 120.6, 2.5, 233.0
20210402070107.07, 120.6, 2.5, 233.0
20210402070108.14, 120.6, 2.5, 236.0
20210402070109.22, 120.6, 2.5, 236.0
20210402070110.27, 120.7, 2.5, 233.0
20210402070111.34, 120.7, 2.5, 233.0
20210402070112.42, 120.7, 2.5, 236.0
20210402070113.49, 120.7, 2.5, 236.0
20210402070114.55, 120.7, 2.5, 239.0
20210402070115.61, 120.7, 2.5, 239.0
20210402070116.67, 120.7, 2.5, 236.0
20210402070117.74, 120.7, 2.5, 236.0
20210402070118.81, 121.3, 2.5, 241.0
