time,voltage,current,power
20210407090000.54, 121.1, 2.6, 240.0
20210407090001.7, 121.1, 2.6, 235.0
20210407090002.76, 121.1, 2.6, 235.0
20210407090004.02, 121.1, 2.6, 235.0
20210407090005.08, 121.0, 2.6, 236.0
20210407090006.16, 121.0, 2.6, 236.0
20210407090007.21, 121.1, 2.6, 237.0
20210407090008.28, 121.1, 2.6, 237.0
20210407090009.35, 121.0, 2.6, 239.0
20210407090010.4, 121.0, 2.6, 239.0
20210407090011.46, 121.0, 2.6, 234.0
20210407090012.52, 121.0, 2.6, 234.0
20210407090013.58, 121.1, 2.6, 240.0
20210407090014.65, 121.1, 2.6, 240.0
20210407090015.71, 121.0, 2.5, 238.0
20210407090016.78, 121.0, 2.5, 238.0
20210407090017.84, 121.0, 2.5, 241.0
20210407090018.89, 121.0, 2.5, 241.0
20210407090019.95, 121.0, 2.5, 236.0
20210407090021.02, 121.0, 2.5, 236.0
20210407090022.09, 121.0, 2.5, 234.0
20210407090023.17, 121.0, 2.5, 234.0
20210407090024.22, 121.0, 2.5, 233.0
20210407090025.29, 121.0, 2.5, 233.0
20210407090026.35, 121.0, 2.5, 236.0
20210407090027.41, 121.0, 2.5, 236.0
20210407090028.46, 121.0, 2.5, 234.0
20210407090029.53, 121.0, 2.5, 234.0
20210407090030.58, 121.1, 2.5, 235.0
20210407090031.65, 121.1, 2.5, 235.0
20210407090032.77, 120.9, 2.5, 236.0
20210407090033.83, 120.9, 2.5, 236.0
20210407090034.88, 120.9, 2.5, 236.0
20210407090035.94, 120.9, 2.5, 236.0
20210407090037.0, 120.9, 2.5, 234.0
20210407090038.06, 120.9, 2.5, 234.0
20210407090039.12, 120.9, 2.5, 239.0
20210407090040.2, 120.9, 2.5, 239.0
20210407090041.26, 121.0, 2.5, 236.0
20210407090042.34, 121.0, 2.5, 236.0
20210407090043.4, 121.0, 2.5, 236.0
20210407090044.46, 121.0, 2.5, 236.0
20210407090045.6, 120.9, 2.6, 236.0
20210407090046.66, 120.8, 2.6, 239.0
20210407090047.73, 120.8, 2.6, 239.0
20210407090048.79, 120.9, 2.6, 235.0
20210407090049.85, 120.9, 2.6, 235.0
20210407090050.9, 120.9, 2.6, 237.0
20210407090051.96, 120.9, 2.6, 237.0
20210407090053.02, 120.9, 2.6, 237.0
20210407090054.09, 120.9, 2.6, 237.0
20210407090055.16, 121.0, 2.6, 237.0
20210407090056.23, 121.0, 2.6, 237.0
20210407090057.28, 121.0, 2.6, 234.0
20210407090058.36, 121.0, 2.6, 234.0
20210407090059.43, 121.0, 2.6, 239.0
20210407090100.5, 121.0, 2.6, 239.0
20210407090101.56, 121.0, 2.5, 236.0
20210407090102.61, 121.0, 2.5, 236.0
20210407090103.67, 120.9, 2.5, 232.0
20210407090104.73, 120.9, 2.5, 232.0
20210407090105.79, 120.9, 2.5, 234.0
20210407090106.85, 120.9, 2.5, 234.0
20210407090107.91, 121.0, 2.5, 236.0
20210407090108.98, 121.0, 2.5, 236.0
20210407090110.04, 121.0, 2.5, 234.0
20210407090111.09, 121.0, 2.5, 234.0
20210407090112.15, 121.0, 2.5, 237.0
20210407090113.22, 121.0, 2.5, 237.0
20210407090114.29, 121.0, 2.5, 237.0
20210407090115.36, 121.0, 2.5, 237.0
20210407090116.42, 121.0, 2.5, 238.0
20210407090117.49, 121.0, 2.5, 238.0
20210407090118.55, 121.0, 2.5, 236.0
20210407090119.62, 121.0, 2.5, 236.0
20210407090120.68, 120.9, 2.5, 234.0
20210407090121.74, 120.9, 2.5, 234.0
20210407090122.8, 120.9, 2.5, 238.0
20210407090123.86, 120.9, 2.5, 238.0
20210407090124.94, 121.0, 2.5, 236.0
20210407090126.0, 121.0, 2.5, 236.0
20210407090127.07, 121.0, 2.5, 238.0
20210407090128.14, 121.0, 2.5, 238.0
20210407090129.21, 121.0, 2.5, 237.0
20210407090130.29, 121.0, 2.5, 237.0
20210407090131.36, 120.9, 2.6, 239.0
20210407090132.43, 120.9, 2.6, 239.0
20210407090133.5, 121.0, 2.6, 234.0
20210407090134.56, 121.0, 2.6, 234.0
20210407090135.62, 121.1, 2.6, 240.0
20210407090136.69, 121.1, 2.6, 240.0
20210407090137.76, 121.1, 2.6, 239.0
20210407090138.83, 121.1, 2.6, 239.0
20210407090139.89, 121.1, 2.6, 238.0
20210407090140.95, 121.1, 2.6, 236.0
20210407090142.1, 121.1, 2.6, 236.0
20210407090143.18, 121.1, 2.6, 241.0
20210407090144.26, 121.1, 2.6, 241.0
20210407090145.33, 121.1, 2.6, 239.0
20210407090146.38, 121.1, 2.6, 239.0
20210407090147.45, 121.1, 2.5, 239.0
20210407090148.52, 121.1, 2.5, 239.0
20210407090149.59, 121.1, 2.5, 236.0
20210407090150.66, 121.1, 2.5, 236.0
20210407090151.73, 121.1, 2.5, 236.0
20210407090152.79, 121.1, 2.5, 236.0
20210407090153.85, 121.1, 2.5, 240.0
20210407090154.93, 121.1, 2.5, 240.0
20210407090156.0, 121.1, 2.5, 234.0
20210407090157.07, 121.1, 2.5, 234.0
20210407090158.13, 121.1, 2.5, 239.0
20210407090159.19, 121.1, 2.5, 239.0
20210407090200.26, 121.0, 2.5, 238.0
20210407090201.33, 121.0, 2.5, 238.0
20210407090202.39, 121.1, 2.5, 235.0
20210407090203.46, 121.1, 2.5, 235.0
20210407090204.53, 121.0, 2.5, 236.0
20210407090205.6, 121.0, 2.5, 236.0
20210407090206.67, 121.0, 2.5, 239.0
20210407090207.75, 121.0, 2.5, 239.0
20210407090208.82, 121.1, 2.5, 236.0
20210407090209.9, 121.1, 2.5, 236.0
20210407090210.95, 121.1, 2.5, 238.0
20210407090212.03, 121.1, 2.5, 238.0
20210407090213.12, 121.1, 2.5, 237.0
20210407090214.2, 121.1, 2.5, 237.0
20210407090215.26, 121.1, 2.5, 236.0
20210407090216.33, 121.1, 2.5, 236.0
20210407090217.4, 121.1, 2.6, 236.0
20210407090218.48, 121.1, 2.6, 236.0
20210407090219.54, 121.1, 2.6, 237.0
20210407090220.59, 121.1, 2.6, 237.0
20210407090221.67, 121.1, 2.6, 236.0
20210407090222.74, 121.0, 2.6, 236.0
20210407090223.9, 121.0, 2.6, 236.0
20210407090224.96, 120.9, 2.6, 236.0
20210407090226.03, 120.9, 2.6, 236.0
20210407090227.09, 121.0, 2.6, 237.0
20210407090228.17, 121.0, 2.6, 237.0
20210407090229.24, 121.0, 2.6, 235.0
20210407090230.3, 121.0, 2.6, 235.0
20210407090231.38, 121.0, 2.6, 238.0
20210407090232.45, 121.0, 2.6, 238.0
20210407090233.5, 121.0, 2.5, 235.0
20210407090234.58, 121.0, 2.5, 235.0
20210407090235.64, 121.0, 2.5, 236.0
20210407090236.71, 121.0, 2.5, 236.0
20210407090237.79, 121.0, 2.5, 238.0
20210407090238.86, 121.0, 2.5, 238.0
20210407090239.93, 121.0, 2.5, 235.0
20210407090240.99, 121.0, 2.5, 235.0
20210407090242.06, 120.9, 2.5, 235.0
20210407090243.14, 120.9, 2.5, 235.0
20210407090244.22, 121.0, 2.5, 241.0
20210407090245.29, 121.0, 2.5, 241.0
20210407090246.35, 121.0, 2.5, 239.0
20210407090247.42, 121.0, 2.5, 239.0
20210407090248.48, 121.0, 2.5, 239.0
20210407090249.55, 121.0, 2.5, 239.0
20210407090250.61, 121.0, 2.5, 239.0
20210407090251.68, 121.0, 2.5, 239.0
20210407090252.76, 121.0, 2.5, 237.0
20210407090253.83, 121.0, 2.5, 237.0
20210407090254.9, 121.1, 2.5, 236.0
20210407090255.99, 121.1, 2.5, 236.0
20210407090257.05, 121.0, 2.5, 237.0
20210407090258.13, 121.0, 2.5, 237.0
20210407090259.19, 121.0, 2.5, 235.0
20210407090300.26, 121.0, 2.5, 235.0
20210407090301.33, 121.0, 2.5, 233.0
20210407090302.4, 121.0, 2.5, 233.0
20210407090303.47, 121.0, 2.5, 236.0
20210407090304.53, 121.0, 2.5, 236.0
20210407090305.68, 121.0, 2.5, 236.0
20210407090306.75, 121.0, 2.5, 236.0
20210407090307.82, 121.0, 2.5, 236.0
20210407090308.89, 121.0, 2.5, 235.0
20210407090309.96, 121.0, 2.5, 235.0
20210407090311.02, 121.2, 2.5, 234.0
20210407090312.09, 121.2, 2.5, 234.0
20210407090313.16, 121.2, 2.5, 235.0
20210407090314.22, 121.2, 2.5, 235.0
20210407090315.29, 121.2, 2.5, 242.0
20210407090316.36, 121.2, 2.5, 242.0
20210407090317.41, 121.1, 2.5, 237.0
20210407090318.48, 121.1, 2.5, 237.0
20210407090319.55, 121.2, 2.6, 233.0
20210407090320.62, 121.2, 2.6, 233.0
20210407090321.69, 121.2, 2.6, 234.0
20210407090322.75, 121.2, 2.6, 234.0
20210407090323.81, 121.2, 2.6, 237.0
20210407090324.87, 121.2, 2.6, 237.0
20210407090325.93, 121.1, 2.6, 238.0
20210407090327.0, 121.1, 2.6, 238.0
20210407090328.07, 121.2, 2.6, 237.0
20210407090329.13, 121.2, 2.6, 237.0
20210407090330.2, 121.0, 2.6, 239.0
20210407090331.27, 121.0, 2.6, 239.0
20210407090332.36, 121.1, 2.6, 238.0
20210407090333.42, 121.1, 2.6, 238.0
20210407090334.48, 121.0, 2.5, 236.0
20210407090335.55, 121.0, 2.5, 236.0
