time,voltage,current,power
20210408030000.62, 122.0, 2.6, 242.0
20210408030001.81, 121.9, 2.6, 235.0
20210408030002.88, 121.9, 2.6, 238.0
20210408030003.95, 121.9, 2.6, 238.0
20210408030005.0, 121.9, 2.6, 243.0
20210408030006.07, 121.9, 2.6, 243.0
20210408030007.12, 121.9, 2.6, 236.0
20210408030008.2, 121.9, 2.6, 236.0
20210408030009.26, 121.9, 2.6, 236.0
20210408030010.33, 121.9, 2.6, 236.0
20210408030011.4, 122.0, 2.6, 240.0
20210408030012.46, 122.0, 2.6, 240.0
20210408030013.51, 121.9, 2.6, 239.0
20210408030014.57, 121.9, 2.6, 239.0
20210408030015.63, 122.0, 2.6, 242.0
20210408030016.7, 122.0, 2.6, 242.0
20210408030017.75, 122.0, 2.6, 240.0
20210408030018.82, 122.0, 2.6, 240.0
20210408030019.88, 122.0, 2.6, 238.0
20210408030020.94, 122.0, 2.6, 238.0
20210408030022.02, 122.0, 2.6, 241.0
20210408030023.09, 122.0, 2.6, 241.0
20210408030024.14, 122.0, 2.6, 240.0
20210408030025.2, 122.0, 2.6, 240.0
20210408030026.27, 122.0, 2.6, 238.0
20210408030027.34, 122.0, 2.6, 238.0
20210408030028.4, 122.0, 2.6, 240.0
20210408030029.46, 122.0, 2.6, 240.0
20210408030030.52, 122.0, 2.6, 241.0
20210408030031.57, 122.0, 2.6, 241.0
20210408030032.62, 121.9, 2.6, 237.0
20210408030033.69, 121.9, 2.6, 237.0
20210408030034.75, 122.0, 2.6, 240.0
20210408030035.82, 122.0, 2.6, 240.0
20210408030036.89, 122.0, 2.6, 240.0
20210408030037.95, 122.0, 2.6, 240.0
20210408030039.02, 121.9, 2.6, 238.0
20210408030040.08, 121.9, 2.6, 238.0
20210408030041.14, 121.9, 2.6, 241.0
20210408030042.21, 121.9, 2.6, 241.0
20210408030043.27, 121.9, 2.6, 236.0
20210408030044.35, 121.9, 2.6, 236.0
20210408030045.42, 121.9, 2.6, 242.0
20210408030046.49, 121.9, 2.6, 242.0
20210408030047.55, 121.9, 2.6, 238.0
20210408030048.61, 121.9, 2.6, 238.0
20210408030049.67, 121.9, 2.6, 237.0
20210408030050.73, 121.9, 2.6, 237.0
20210408030051.79, 121.9, 2.6, 238.0
20210408030052.85, 121.9, 2.6, 238.0
20210408030053.91, 121.9, 2.6, 243.0
20210408030054.98, 121.9, 2.6, 243.0
