20210323145304.71, 0.0
20210323145305.78, 0.0
20210323145306.83, 0.0
20210323145307.88, 0.0
20210323145308.93, 0.0
20210323145310.04, 0.0
20210323145311.09, 0.0
20210323145312.18, 0.0
20210323145313.24, 0.0
20210323145314.3, 0.0
20210323145315.38, 0.0
20210323145316.44, 0.0
20210323145317.5, 0.0
20210323145318.56, 0.0
20210323145319.61, 0.0
20210323145320.67, 0.0
20210323145321.73, 0.0
20210323145322.78, 0.0
20210323145323.87, 0.0
20210323145324.99, 0.0
20210323145326.12, 0.0
20210323145327.2, 0.0
20210323145328.26, 0.0
20210323145329.34, 0.0
20210323145330.43, 0.0
20210323145331.55, 0.0
20210323145332.61, 0.0
20210323145333.74, 0.0
20210323145334.84, 0.0
20210323145335.9, 0.0
20210323145337.02, 0.0
20210323145338.09, 0.0
20210323145339.2, 0.0
20210323145340.28, 0.0
20210323145341.33, 0.0
20210323145342.38, 0.0
20210323145343.46, 0.0
20210323145344.53, 0.0
20210323145345.59, 0.0
20210323145346.64, 0.0
20210323145347.7, 0.0
20210323145348.84, 0.0
20210323145349.91, 0.0
20210323145350.96, 0.0
20210323145352.02, 0.0
20210323145353.09, 0.0
20210323145354.14, 0.0
20210323145355.25, 0.0
20210323145356.33, 0.0
20210323145357.43, 0.0
20210323145358.48, 0.0
20210323145359.55, 0.0
20210323145400.68, 0.0
20210323145401.73, 0.0
20210323145402.83, 0.0
20210323145403.94, 0.0
20210323145405.07, 0.0
20210323145406.17, 0.0
20210323145407.26, 0.0
20210323145408.36, 0.0
20210323145409.48, 0.0
20210323145410.53, 0.0
20210323145411.62, 0.0
20210323145412.76, 0.0
20210323145413.87, 0.0
20210323145414.91, 0.0
20210323145416.02, 0.0
20210323145417.11, 0.0
20210323145418.16, 0.0
20210323145419.28, 0.0
20210323145420.38, 0.0
20210323145421.45, 0.0
20210323145422.55, 0.0
20210323145423.61, 0.0
20210323145424.7, 0.0
20210323145425.79, 0.0
20210323145426.95, 0.0
20210323145428.0, 0.0
20210323145429.06, 0.0
20210323145430.11, 0.0
20210323145431.21, 0.0
20210323145432.27, 0.0
20210323145433.32, 0.0
20210323145434.38, 0.0
20210323145435.43, 0.0
20210323145436.49, 0.0
20210323145437.54, 0.0
20210323145438.59, 0.0
20210323145439.69, 0.0
20210323145440.75, 0.0
20210323145441.88, 0.0
20210323145443.01, 0.0
20210323145444.12, 0.0
20210323145445.27, 0.0
20210323145446.42, 0.0
20210323145447.55, 0.0
20210323145448.64, 0.0
20210323145449.75, 0.0
20210323145450.82, 0.0
20210323145451.95, 0.0
20210323145453.08, 0.0
20210323145454.19, 0.0
20210323145455.28, 0.0
20210323145456.41, 0.0
20210323145457.55, 0.0
20210323145458.66, 0.0
20210323145459.73, 0.0
20210323145500.81, 0.0
20210323145501.96, 0.0
20210323145503.04, 0.0
20210323145504.14, 0.0
20210323145505.23, 0.0
20210323145506.27, 0.0
20210323145507.37, 0.0
20210323145508.43, 0.0
20210323145509.55, 0.0
20210323145510.69, 0.0
20210323145511.82, 0.0
20210323145512.95, 0.0
20210323145514.09, 0.0
20210323145515.23, 0.0
20210323145516.32, 0.0
20210323145517.45, 0.0
20210323145518.53, 0.0
20210323145519.58, 0.0
20210323145520.7, 0.0
20210323145521.78, 0.0
20210323145522.83, 0.0
20210323145523.95, 0.0
20210323145525.02, 0.0
20210323145526.15, 0.0
20210323145527.28, 0.0
20210323145528.39, 0.0
20210323145529.48, 0.0
20210323145530.61, 0.0
20210323145531.67, 0.0
20210323145532.82, 0.0
20210323145533.95, 0.0
20210323145535.09, 0.0
20210323145536.2, 0.0
20210323145537.31, 0.0
20210323145538.36, 0.0
20210323145539.44, 0.0
20210323145540.55, 0.0
20210323145541.61, 0.0
20210323145542.73, 0.0
20210323145543.84, 0.0
20210323145544.95, 0.0
20210323145546.06, 0.0
20210323145547.17, 0.0
20210323145548.25, 0.0
20210323145549.34, 0.0
20210323145550.45, 0.0
20210323145551.57, 0.0
20210323145552.63, 0.0
20210323145553.76, 0.0
20210323145554.89, 0.0
20210323145556.03, 0.0
20210323145557.12, 0.0
20210323145558.22, 0.0
20210323145559.34, 0.0
20210323145600.43, 0.0
20210323145601.51, 0.0
20210323145602.64, 0.0
20210323145603.77, 0.0
20210323145604.85, 0.0
20210323145605.99, 0.0
20210323145607.1, 0.0
20210323145608.21, 0.0
20210323145609.31, 0.0
20210323145610.41, 0.0
20210323145611.53, 0.0
20210323145612.64, 0.0
20210323145613.7, 0.0
20210323145614.84, 0.0
20210323145615.98, 0.0
20210323145617.09, 0.0
20210323145618.23, 0.0
20210323145619.32, 0.0
20210323145620.43, 0.0
20210323145621.52, 0.0
20210323145622.57, 0.0
20210323145623.62, 0.0
20210323145624.72, 0.0
20210323145625.78, 0.0
20210323145626.87, 0.0
20210323145628.01, 0.0
20210323145629.09, 0.0
20210323145630.21, 0.0
20210323145631.35, 0.0
20210323145632.46, 0.0
20210323145633.53, 0.0
20210323145634.6, 0.0
20210323145635.68, 0.0
20210323145636.75, 0.0
20210323145637.86, 0.0
20210323145638.98, 0.0
20210323145640.05, 0.0
20210323145641.12, 0.0
20210323145642.22, 0.0
20210323145643.31, 0.0
20210323145644.42, 0.0
20210323145645.51, 0.0
20210323145646.63, 0.0
20210323145647.71, 0.0
20210323145648.84, 0.0
