time,voltage,current,power
20210402050001.03, 121.5, 2.5, 234.0
20210402050002.28, 121.4, 2.5, 237.0
20210402050003.34, 121.4, 2.6, 233.0
20210402050004.43, 121.4, 2.6, 233.0
20210402050005.5, 121.4, 2.6, 239.0
20210402050006.59, 121.4, 2.6, 239.0
20210402050007.66, 121.4, 2.6, 238.0
20210402050008.75, 121.4, 2.6, 238.0
20210402050009.82, 121.4, 2.6, 239.0
20210402050010.9, 121.4, 2.6, 239.0
20210402050011.96, 121.4, 2.6, 241.0
20210402050013.04, 121.4, 2.6, 241.0
20210402050014.09, 121.5, 2.6, 236.0
20210402050015.16, 121.5, 2.6, 236.0
20210402050016.25, 121.4, 2.6, 239.0
20210402050017.34, 121.4, 2.6, 239.0
20210402050018.42, 121.5, 2.5, 238.0
20210402050019.51, 121.5, 2.5, 238.0
20210402050020.6, 121.5, 2.5, 236.0
20210402050021.67, 121.5, 2.5, 236.0
20210402050022.74, 121.4, 2.5, 234.0
20210402050023.81, 121.4, 2.5, 234.0
20210402050024.88, 121.4, 2.5, 236.0
20210402050025.97, 121.4, 2.5, 236.0
20210402050027.05, 121.4, 2.5, 237.0
20210402050028.13, 121.4, 2.5, 237.0
20210402050029.21, 121.4, 2.5, 237.0
20210402050030.28, 121.4, 2.5, 237.0
20210402050031.36, 121.4, 2.5, 237.0
20210402050032.44, 121.4, 2.5, 237.0
20210402050033.51, 121.5, 2.5, 238.0
20210402050034.59, 121.5, 2.5, 235.0
20210402050035.76, 121.5, 2.5, 235.0
20210402050036.85, 121.5, 2.5, 242.0
20210402050037.92, 121.5, 2.5, 242.0
20210402050039.01, 121.5, 2.5, 235.0
20210402050040.08, 121.5, 2.5, 235.0
20210402050041.16, 121.5, 2.5, 237.0
20210402050042.23, 121.5, 2.5, 237.0
20210402050043.3, 121.5, 2.5, 237.0
20210402050044.38, 121.5, 2.5, 237.0
20210402050045.45, 121.5, 2.5, 237.0
20210402050046.54, 121.5, 2.5, 237.0
20210402050047.6, 121.5, 2.5, 239.0
20210402050048.7, 121.5, 2.5, 239.0
20210402050049.77, 121.5, 2.5, 234.0
20210402050050.86, 121.5, 2.5, 234.0
20210402050051.94, 121.5, 2.5, 237.0
20210402050053.01, 121.5, 2.5, 237.0
20210402050054.09, 121.4, 2.5, 238.0
20210402050055.19, 121.4, 2.5, 238.0
20210402050056.28, 121.4, 2.5, 239.0
20210402050057.37, 121.4, 2.5, 239.0
20210402050058.46, 121.4, 2.5, 236.0
20210402050059.54, 121.4, 2.5, 236.0
20210402050100.62, 121.4, 2.5, 237.0
20210402050101.71, 121.4, 2.5, 237.0
20210402050102.79, 121.4, 2.5, 241.0
20210402050103.96, 121.4, 2.5, 234.0
20210402050105.04, 121.4, 2.5, 234.0
20210402050106.12, 121.4, 2.5, 236.0
20210402050107.21, 121.4, 2.5, 236.0
20210402050108.29, 121.3, 2.5, 237.0
20210402050109.37, 121.3, 2.5, 237.0
20210402050110.44, 121.4, 2.5, 239.0
20210402050111.52, 121.4, 2.5, 239.0
20210402050112.6, 121.3, 2.5, 236.0
20210402050113.69, 121.3, 2.5, 236.0
20210402050114.78, 121.3, 2.5, 236.0
20210402050115.87, 121.3, 2.5, 236.0
20210402050116.94, 121.4, 2.5, 237.0
20210402050118.03, 121.4, 2.5, 237.0
20210402050119.1, 121.4, 2.6, 238.0
20210402050120.17, 121.4, 2.6, 238.0
20210402050121.25, 121.5, 2.6, 239.0
20210402050122.34, 121.5, 2.6, 239.0
20210402050123.42, 121.4, 2.6, 240.0
20210402050124.49, 121.4, 2.6, 240.0
20210402050125.58, 121.4, 2.6, 236.0
20210402050126.67, 121.4, 2.6, 236.0
20210402050127.74, 121.4, 2.6, 238.0
20210402050128.83, 121.4, 2.6, 238.0
20210402050129.89, 121.4, 2.6, 239.0
20210402050130.97, 121.4, 2.6, 239.0
20210402050132.06, 121.3, 2.6, 232.0
20210402050133.25, 121.3, 2.5, 239.0
20210402050134.33, 121.3, 2.5, 239.0
20210402050135.43, 121.3, 2.5, 241.0
20210402050136.52, 121.3, 2.5, 241.0
20210402050137.59, 121.3, 2.5, 235.0
20210402050138.67, 121.3, 2.5, 235.0
20210402050139.73, 121.3, 2.5, 235.0
20210402050140.8, 121.3, 2.5, 235.0
20210402050141.88, 121.4, 2.5, 235.0
20210402050142.96, 121.4, 2.5, 235.0
20210402050144.06, 121.3, 2.5, 237.0
20210402050145.15, 121.3, 2.5, 237.0
20210402050146.23, 121.3, 2.5, 235.0
20210402050147.32, 121.3, 2.5, 235.0
20210402050148.4, 121.3, 2.5, 234.0
20210402050149.48, 121.3, 2.5, 234.0
20210402050150.55, 121.3, 2.5, 239.0
20210402050151.64, 121.3, 2.5, 239.0
20210402050152.72, 121.3, 2.5, 237.0
20210402050153.8, 121.3, 2.5, 237.0
20210402050154.88, 121.2, 2.5, 237.0
20210402050155.95, 121.2, 2.5, 237.0
20210402050157.02, 121.3, 2.5, 233.0
20210402050158.09, 121.3, 2.5, 233.0
20210402050159.16, 121.3, 2.5, 237.0
20210402050200.24, 121.3, 2.5, 237.0
20210402050201.34, 121.3, 2.5, 236.0
20210402050202.43, 121.3, 2.5, 239.0
20210402050203.6, 121.3, 2.5, 239.0
20210402050204.69, 121.3, 2.5, 234.0
20210402050205.8, 121.3, 2.5, 234.0
20210402050206.9, 121.3, 2.5, 236.0
20210402050207.99, 121.3, 2.5, 236.0
20210402050209.06, 121.3, 2.5, 237.0
20210402050210.13, 121.3, 2.5, 237.0
20210402050211.21, 121.3, 2.5, 238.0
20210402050212.29, 121.3, 2.5, 238.0
20210402050213.36, 121.3, 2.5, 236.0
20210402050214.43, 121.3, 2.5, 236.0
20210402050215.52, 121.5, 2.5, 235.0
20210402050216.6, 121.5, 2.5, 235.0
20210402050217.68, 121.4, 2.5, 239.0
20210402050218.77, 121.4, 2.5, 239.0
20210402050219.83, 121.5, 2.5, 237.0
20210402050220.92, 121.5, 2.5, 237.0
20210402050222.01, 121.4, 2.5, 237.0
20210402050223.11, 121.4, 2.5, 237.0
20210402050224.21, 121.4, 2.5, 237.0
20210402050225.31, 121.4, 2.5, 237.0
20210402050226.41, 121.4, 2.5, 236.0
20210402050227.48, 121.4, 2.5, 236.0
20210402050228.64, 121.4, 2.5, 236.0
20210402050229.7, 121.4, 2.5, 239.0
20210402050230.78, 121.4, 2.5, 239.0
20210402050231.86, 121.4, 2.5, 237.0
20210402050232.95, 121.4, 2.5, 237.0
20210402050234.02, 121.4, 2.5, 236.0
20210402050235.09, 121.4, 2.5, 236.0
20210402050236.17, 121.4, 2.5, 238.0
20210402050237.24, 121.4, 2.5, 238.0
20210402050238.31, 121.4, 2.5, 235.0
20210402050239.38, 121.4, 2.5, 235.0
20210402050240.44, 121.4, 2.5, 237.0
20210402050241.52, 121.4, 2.5, 237.0
20210402050242.59, 121.4, 2.5, 239.0
20210402050243.66, 121.4, 2.5, 239.0
20210402050244.72, 121.6, 2.5, 237.0
20210402050245.77, 121.6, 2.5, 237.0
20210402050246.84, 121.6, 2.5, 237.0
20210402050247.89, 121.6, 2.5, 237.0
20210402050248.96, 121.7, 2.5, 239.0
20210402050250.03, 121.7, 2.5, 239.0
20210402050251.09, 121.6, 2.6, 241.0
20210402050252.17, 121.6, 2.6, 241.0
20210402050253.23, 121.6, 2.6, 239.0
20210402050254.28, 121.6, 2.6, 239.0
20210402050255.35, 121.6, 2.6, 237.0
20210402050256.41, 121.6, 2.6, 237.0
20210402050257.47, 121.6, 2.6, 236.0
20210402050258.54, 121.6, 2.6, 236.0
20210402050259.61, 121.6, 2.6, 238.0
20210402050300.7, 121.6, 2.6, 238.0
20210402050301.77, 121.6, 2.6, 240.0
20210402050302.84, 121.6, 2.6, 240.0
20210402050303.89, 121.6, 2.6, 240.0
20210402050304.95, 121.6, 2.6, 240.0
20210402050306.0, 121.5, 2.5, 237.0
20210402050307.06, 121.5, 2.5, 237.0
20210402050308.13, 121.6, 2.5, 239.0
20210402050309.2, 121.6, 2.5, 239.0
20210402050310.28, 121.6, 2.5, 238.0
20210402050311.35, 121.6, 2.5, 238.0
20210402050312.5, 121.6, 2.5, 235.0
20210402050313.57, 121.7, 2.5, 235.0
20210402050314.64, 121.7, 2.5, 235.0
20210402050315.7, 121.7, 2.5, 236.0
20210402050316.77, 121.7, 2.5, 236.0
20210402050317.84, 121.7, 2.5, 235.0
20210402050318.91, 121.7, 2.5, 235.0
20210402050319.98, 121.7, 2.5, 242.0
20210402050321.05, 121.7, 2.5, 242.0
20210402050322.1, 121.7, 2.5, 239.0
20210402050323.17, 121.7, 2.5, 239.0
20210402050324.24, 121.7, 2.5, 237.0
20210402050325.32, 121.7, 2.5, 237.0
20210402050326.39, 121.7, 2.5, 235.0
20210402050327.46, 121.7, 2.5, 235.0
20210402050328.52, 121.7, 2.5, 236.0
20210402050329.59, 121.7, 2.5, 236.0
20210402050330.64, 121.7, 2.5, 238.0
20210402050331.71, 121.7, 2.5, 238.0
20210402050332.78, 121.7, 2.5, 237.0
20210402050333.85, 121.7, 2.5, 237.0
20210402050334.92, 121.7, 2.5, 239.0
20210402050336.0, 121.7, 2.5, 239.0
20210402050337.09, 121.6, 2.6, 239.0
20210402050338.16, 121.6, 2.6, 239.0
20210402050339.22, 121.6, 2.6, 243.0
20210402050340.29, 121.6, 2.6, 243.0
20210402050341.36, 121.6, 2.6, 241.0
20210402050342.44, 121.6, 2.6, 241.0
20210402050343.51, 121.6, 2.6, 239.0
20210402050344.59, 121.6, 2.6, 239.0
20210402050345.66, 121.6, 2.6, 236.0
20210402050346.73, 121.6, 2.6, 236.0
20210402050347.8, 121.6, 2.6, 241.0
20210402050348.88, 121.6, 2.6, 241.0
20210402050349.94, 121.5, 2.6, 235.0
20210402050351.01, 121.5, 2.6, 235.0
20210402050352.08, 121.6, 2.6, 235.0
20210402050353.17, 121.6, 2.6, 235.0
20210402050354.24, 121.6, 2.6, 239.0
20210402050355.33, 121.6, 2.6, 236.0
20210402050356.48, 121.6, 2.6, 236.0
20210402050357.56, 121.5, 2.6, 237.0
20210402050358.62, 121.5, 2.6, 237.0
20210402050359.68, 121.5, 2.6, 234.0
20210402050400.75, 121.5, 2.6, 234.0
20210402050401.84, 121.5, 2.6, 237.0
20210402050402.93, 121.5, 2.6, 237.0
20210402050403.99, 121.5, 2.6, 238.0
20210402050405.06, 121.5, 2.6, 238.0
20210402050406.12, 121.6, 2.6, 237.0
20210402050407.2, 121.6, 2.6, 237.0
20210402050408.27, 121.6, 2.5, 234.0
20210402050409.34, 121.6, 2.5, 234.0
20210402050410.42, 121.5, 2.5, 238.0
20210402050411.51, 121.5, 2.5, 238.0
20210402050412.61, 121.5, 2.5, 239.0
20210402050413.71, 121.5, 2.5, 239.0
20210402050414.79, 121.5, 2.5, 239.0
20210402050415.86, 121.5, 2.5, 239.0
20210402050416.92, 121.5, 2.5, 238.0
20210402050417.99, 121.5, 2.5, 238.0
20210402050419.06, 121.5, 2.5, 239.0
20210402050420.14, 121.5, 2.5, 239.0
20210402050421.21, 121.5, 2.5, 237.0
20210402050422.29, 121.5, 2.5, 237.0
20210402050423.37, 121.5, 2.5, 237.0
20210402050424.44, 121.5, 2.5, 237.0
20210402050425.5, 121.5, 2.5, 238.0
20210402050426.56, 121.5, 2.5, 238.0
20210402050427.63, 121.6, 2.5, 237.0
20210402050428.7, 121.6, 2.5, 237.0
20210402050429.77, 121.5, 2.5, 240.0
20210402050430.98, 121.5, 2.5, 237.0
20210402050432.06, 121.5, 2.5, 237.0
20210402050433.11, 121.5, 2.5, 236.0
20210402050434.2, 121.5, 2.5, 236.0
20210402050435.26, 121.5, 2.5, 240.0
20210402050436.33, 121.5, 2.5, 240.0
20210402050437.39, 121.5, 2.6, 240.0
20210402050438.46, 121.5, 2.6, 240.0
20210402050439.53, 121.5, 2.6, 237.0
20210402050440.61, 121.5, 2.6, 237.0
20210402050441.68, 121.6, 2.6, 238.0
20210402050442.76, 121.6, 2.6, 238.0
20210402050443.81, 121.6, 2.6, 239.0
20210402050444.89, 121.6, 2.6, 239.0
20210402050445.98, 121.6, 2.6, 237.0
20210402050447.09, 121.6, 2.6, 237.0
20210402050448.16, 121.5, 2.6, 237.0
20210402050449.27, 121.5, 2.6, 237.0
20210402050450.36, 121.6, 2.6, 237.0
20210402050451.44, 121.6, 2.6, 237.0
20210402050452.51, 121.6, 2.6, 239.0
20210402050453.59, 121.6, 2.6, 239.0
20210402050454.65, 121.6, 2.6, 239.0
20210402050455.72, 121.6, 2.6, 239.0
20210402050456.8, 121.6, 2.6, 235.0
20210402050457.88, 121.6, 2.6, 235.0
20210402050458.95, 121.6, 2.6, 237.0
20210402050500.04, 121.6, 2.6, 237.0
20210402050501.11, 121.6, 2.6, 236.0
20210402050502.18, 121.6, 2.6, 236.0
20210402050503.25, 121.5, 2.6, 237.0
20210402050504.31, 121.5, 2.6, 239.0
20210402050505.47, 121.5, 2.6, 239.0
20210402050506.54, 121.5, 2.6, 239.0
20210402050507.62, 121.5, 2.6, 239.0
20210402050508.71, 121.6, 2.6, 234.0
20210402050509.82, 121.6, 2.6, 234.0
20210402050510.92, 121.6, 2.6, 239.0
20210402050512.03, 121.6, 2.6, 239.0
20210402050513.11, 121.6, 2.6, 239.0
20210402050514.18, 121.6, 2.6, 239.0
20210402050515.26, 121.5, 2.6, 239.0
20210402050516.35, 121.5, 2.6, 239.0
20210402050517.45, 121.6, 2.6, 237.0
20210402050518.53, 121.6, 2.6, 237.0
20210402050519.61, 121.6, 2.6, 242.0
20210402050520.7, 121.6, 2.6, 242.0
20210402050521.77, 121.5, 2.6, 238.0
20210402050522.87, 121.5, 2.6, 238.0
20210402050523.94, 121.6, 2.6, 239.0
20210402050525.04, 121.6, 2.6, 239.0
20210402050526.11, 121.6, 2.6, 242.0
20210402050527.19, 121.6, 2.6, 242.0
20210402050528.26, 121.6, 2.6, 235.0
20210402050529.34, 121.6, 2.6, 235.0
20210402050530.41, 121.6, 2.6, 239.0
20210402050531.49, 121.6, 2.6, 240.0
20210402050532.65, 121.6, 2.6, 240.0
20210402050533.71, 121.6, 2.6, 236.0
20210402050534.78, 121.6, 2.6, 236.0
20210402050535.84, 121.6, 2.6, 238.0
20210402050536.91, 121.6, 2.6, 238.0
20210402050537.98, 121.6, 2.6, 241.0
20210402050539.05, 121.6, 2.6, 241.0
20210402050540.11, 121.5, 2.5, 237.0
20210402050541.18, 121.5, 2.5, 237.0
20210402050542.24, 121.5, 2.5, 241.0
20210402050543.3, 121.5, 2.5, 241.0
20210402050544.36, 121.5, 2.5, 236.0
20210402050545.41, 121.5, 2.5, 236.0
20210402050546.47, 121.5, 2.5, 236.0
20210402050547.55, 121.5, 2.5, 236.0
20210402050548.62, 121.5, 2.5, 235.0
20210402050549.69, 121.5, 2.5, 235.0
20210402050550.76, 121.5, 2.5, 239.0
20210402050551.83, 121.5, 2.5, 239.0
20210402050552.89, 121.5, 2.5, 230.0
20210402050553.96, 121.5, 2.5, 230.0
20210402050555.04, 121.4, 2.5, 234.0
20210402050556.11, 121.4, 2.5, 234.0
20210402050557.18, 121.5, 2.5, 237.0
20210402050558.25, 121.5, 2.5, 237.0
20210402050559.31, 121.5, 2.5, 236.0
20210402050600.39, 121.5, 2.5, 236.0
20210402050601.46, 121.5, 2.5, 236.0
20210402050602.52, 121.5, 2.5, 236.0
20210402050603.58, 121.5, 2.5, 235.0
20210402050604.65, 121.5, 2.5, 235.0
20210402050605.7, 121.5, 2.5, 233.0
20210402050606.77, 121.5, 2.5, 233.0
20210402050607.84, 121.5, 2.5, 237.0
20210402050608.91, 121.5, 2.5, 237.0
20210402050609.96, 121.6, 2.5, 239.0
20210402050611.04, 121.6, 2.5, 239.0
20210402050612.11, 121.6, 2.5, 239.0
20210402050613.18, 121.6, 2.5, 239.0
20210402050614.26, 121.6, 2.5, 239.0
20210402050615.33, 121.6, 2.5, 239.0
20210402050616.39, 121.5, 2.5, 237.0
20210402050617.46, 121.5, 2.5, 237.0
20210402050618.61, 121.6, 2.5, 237.0
20210402050619.69, 121.5, 2.5, 236.0
20210402050620.76, 121.5, 2.5, 236.0
20210402050621.84, 121.5, 2.5, 238.0
20210402050622.91, 121.5, 2.5, 238.0
20210402050623.97, 121.5, 2.6, 237.0
20210402050625.04, 121.5, 2.6, 237.0
20210402050626.11, 121.5, 2.6, 239.0
20210402050627.18, 121.5, 2.6, 239.0
20210402050628.24, 121.4, 2.6, 237.0
20210402050629.31, 121.4, 2.6, 237.0
20210402050630.36, 121.5, 2.6, 237.0
20210402050631.42, 121.5, 2.6, 237.0
20210402050632.47, 121.5, 2.6, 241.0
20210402050633.54, 121.5, 2.6, 241.0
20210402050634.62, 121.5, 2.6, 235.0
20210402050635.69, 121.5, 2.6, 235.0
20210402050636.76, 121.5, 2.6, 235.0
20210402050637.82, 121.5, 2.6, 235.0
20210402050638.89, 121.5, 2.6, 238.0
20210402050639.96, 121.5, 2.6, 238.0
20210402050641.03, 121.5, 2.5, 235.0
20210402050642.1, 121.5, 2.5, 235.0
20210402050643.17, 121.6, 2.5, 236.0
20210402050644.24, 121.6, 2.5, 236.0
20210402050645.31, 121.6, 2.5, 237.0
20210402050646.38, 121.6, 2.5, 237.0
20210402050647.45, 121.6, 2.5, 232.0
20210402050648.52, 121.6, 2.5, 232.0
20210402050649.59, 121.5, 2.5, 236.0
20210402050650.66, 121.5, 2.5, 236.0
20210402050651.72, 121.6, 2.5, 238.0
20210402050652.78, 121.6, 2.5, 238.0
20210402050653.85, 121.5, 2.5, 236.0
20210402050654.91, 121.5, 2.5, 236.0
20210402050655.98, 121.5, 2.6, 239.0
20210402050657.03, 121.5, 2.6, 239.0
20210402050658.1, 121.5, 2.6, 237.0
20210402050659.17, 121.5, 2.6, 237.0
20210402050700.23, 121.5, 2.6, 240.0
20210402050701.29, 121.5, 2.6, 240.0
20210402050702.36, 121.5, 2.6, 239.0
20210402050703.43, 121.5, 2.6, 235.0
20210402050704.59, 121.5, 2.6, 235.0
20210402050705.64, 121.5, 2.6, 240.0
20210402050706.71, 121.5, 2.6, 240.0
20210402050707.79, 121.5, 2.6, 236.0
20210402050708.86, 121.5, 2.6, 236.0
20210402050709.91, 121.6, 2.6, 238.0
20210402050710.99, 121.6, 2.6, 238.0
20210402050712.05, 121.6, 2.6, 239.0
20210402050713.12, 121.6, 2.6, 239.0
20210402050714.18, 121.6, 2.6, 242.0
20210402050715.24, 121.6, 2.6, 242.0
20210402050716.3, 121.6, 2.6, 240.0
20210402050717.37, 121.6, 2.6, 240.0
20210402050718.42, 121.6, 2.6, 238.0
20210402050719.5, 121.6, 2.6, 238.0
20210402050720.56, 121.6, 2.6, 239.0
20210402050721.63, 121.6, 2.6, 239.0
20210402050722.7, 121.7, 2.6, 234.0
20210402050723.77, 121.7, 2.6, 234.0
20210402050724.85, 121.7, 2.5, 236.0
20210402050725.92, 121.7, 2.5, 236.0
20210402050726.98, 121.7, 2.5, 237.0
20210402050728.05, 121.7, 2.5, 237.0
20210402050729.12, 121.6, 2.5, 239.0
20210402050730.18, 121.6, 2.5, 239.0
20210402050731.25, 121.6, 2.5, 240.0
20210402050732.32, 121.6, 2.5, 240.0
20210402050733.38, 121.6, 2.5, 237.0
20210402050734.45, 121.6, 2.5, 237.0
20210402050735.5, 121.6, 2.5, 237.0
20210402050736.56, 121.6, 2.5, 237.0
20210402050737.63, 121.6, 2.5, 242.0
20210402050738.7, 121.6, 2.5, 242.0
20210402050739.78, 121.6, 2.5, 238.0
20210402050740.86, 121.6, 2.5, 238.0
20210402050741.91, 121.6, 2.6, 238.0
20210402050742.98, 121.6, 2.6, 238.0
20210402050744.05, 121.6, 2.6, 239.0
20210402050745.12, 121.6, 2.6, 239.0
20210402050746.18, 121.6, 2.6, 237.0
20210402050747.26, 121.6, 2.6, 237.0
20210402050748.32, 121.6, 2.6, 240.0
20210402050749.41, 121.6, 2.6, 239.0
20210402050750.56, 121.6, 2.6, 239.0
20210402050751.61, 121.6, 2.6, 237.0
20210402050752.69, 121.6, 2.6, 237.0
20210402050753.75, 121.6, 2.6, 237.0
20210402050754.82, 121.6, 2.6, 237.0
20210402050755.88, 121.6, 2.6, 238.0
20210402050756.95, 121.6, 2.6, 238.0
20210402050758.02, 121.6, 2.6, 239.0
