20210323160000.69, 120.9, 0.0, 0.0
20210323160001.81, 120.9, 0.0, 0.0
20210323160002.9, 120.9, 0.0, 0.0
20210323160004.03, 120.9, 0.0, 0.0
20210323160005.15, 121.0, 0.0, 0.0
20210323160006.22, 121.0, 0.0, 0.0
20210323160007.32, 121.0, 0.0, 0.0
20210323160008.58, 121.0, 0.0, 0.0
20210323160009.64, 121.0, 0.0, 0.0
20210323160010.78, 121.0, 0.0, 0.0
20210323160011.86, 121.0, 0.0, 0.0
20210323160012.98, 121.0, 0.0, 0.0
20210323160014.1, 121.0, 0.0, 0.0
20210323160015.21, 121.0, 0.0, 0.0
20210323160016.34, 121.0, 0.0, 0.0
20210323160017.47, 121.0, 0.0, 0.0
20210323160018.62, 121.0, 0.0, 0.0
20210323160019.69, 121.1, 0.0, 0.0
20210323160020.84, 121.0, 0.0, 0.0
20210323160021.96, 121.0, 0.0, 0.0
20210323160023.08, 121.0, 0.0, 0.0
20210323160024.22, 121.0, 0.0, 0.0
20210323160025.31, 121.0, 0.0, 0.0
20210323160026.42, 121.0, 0.0, 0.0
20210323160027.54, 121.0, 0.0, 0.0
20210323160028.65, 121.0, 0.0, 0.0
20210323160029.71, 121.0, 0.0, 0.0
20210323160030.86, 121.0, 0.0, 0.0
20210323160032.0, 121.0, 0.0, 0.0
20210323160033.11, 121.0, 0.0, 0.0
20210323160034.16, 121.0, 0.0, 0.0
20210323160035.22, 121.0, 0.0, 0.0
20210323160036.38, 121.1, 0.0, 0.0
20210323160037.46, 121.0, 0.0, 0.0
20210323160038.54, 121.0, 0.0, 0.0
20210323160039.65, 121.1, 0.0, 0.0
20210323160040.77, 121.1, 0.0, 0.0
20210323160041.9, 121.1, 0.0, 0.0
20210323160043.05, 121.1, 0.0, 0.0
20210323160044.11, 121.1, 0.0, 0.0
20210323160045.26, 121.1, 0.0, 0.0
20210323160046.39, 121.1, 0.0, 0.0
20210323160047.54, 121.1, 0.0, 0.0
20210323160048.7, 121.1, 0.0, 0.0
20210323160049.77, 121.1, 0.0, 0.0
20210323160050.85, 121.1, 0.0, 0.0
20210323160051.93, 121.0, 0.0, 0.0
20210323160053.05, 121.0, 0.0, 0.0
20210323160054.18, 121.1, 0.0, 0.0
20210323160055.3, 121.1, 0.0, 0.0
20210323160056.41, 121.0, 0.0, 0.0
20210323160057.57, 121.0, 0.0, 0.0
20210323160058.64, 121.1, 0.0, 0.0
20210323160059.73, 121.1, 0.0, 0.0
20210323160100.84, 121.0, 0.0, 0.0
20210323160102.08, 121.0, 0.0, 0.0
20210323160103.15, 121.0, 0.0, 0.0
20210323160104.29, 121.0, 0.0, 0.0
20210323160105.36, 121.0, 0.0, 0.0
20210323160106.48, 121.0, 0.0, 0.0
20210323160107.6, 121.0, 0.0, 0.0
20210323160108.74, 121.0, 0.0, 0.0
20210323160109.8, 121.0, 0.0, 0.0
